source,airline,origin,destination,search_date,travel_date,advance_days,total_fare,status
demo_connector,Air India,DEL,BLR,2026-08-17,2026-08-24,7,10783,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-17,2026-08-24,7,9038,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-17,2026-09-01,15,9797,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-17,2026-09-01,15,9106,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-17,2026-09-01,15,8572,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-17,2026-09-16,30,7774,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-17,2026-09-16,30,7433,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-17,2026-10-01,45,6401,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-17,2026-10-01,45,7067,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-17,2026-08-18,1,7307,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-17,2026-08-18,1,7300,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-17,2026-08-24,7,6567,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-17,2026-08-24,7,7184,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-17,2026-09-01,15,5520,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-17,2026-09-01,15,6694,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-17,2026-09-01,15,5911,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-17,2026-09-16,30,5591,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-17,2026-09-16,30,5548,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-17,2026-09-16,30,5694,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-17,2026-09-16,30,5609,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-17,2026-10-01,45,4308,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-17,2026-10-01,45,4353,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-17,2026-10-01,45,4081,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-17,2026-08-18,1,10425,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-17,2026-08-18,1,9760,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-17,2026-08-24,7,8550,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-17,2026-08-24,7,9401,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-17,2026-08-24,7,9444,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-17,2026-08-24,7,9888,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-17,2026-09-01,15,8559,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-17,2026-09-01,15,8072,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-17,2026-09-01,15,8250,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-17,2026-09-16,30,7670,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-17,2026-09-16,30,7067,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-17,2026-09-16,30,6485,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-17,2026-09-16,30,7028,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-17,2026-10-01,45,6245,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-17,2026-10-01,45,5454,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-17,2026-10-01,45,5881,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-17,2026-10-01,45,5996,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-17,2026-08-18,1,5600,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-17,2026-08-18,1,6090,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-17,2026-08-18,1,6094,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-17,2026-08-24,7,5369,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-17,2026-08-24,7,5350,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-17,2026-08-24,7,5361,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-17,2026-08-24,7,5996,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-17,2026-09-01,15,5129,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-17,2026-09-01,15,5525,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-17,2026-09-16,30,4982,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-17,2026-09-16,30,4907,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-17,2026-09-16,30,4917,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-17,2026-10-01,45,3559,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-17,2026-10-01,45,3585,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-17,2026-10-01,45,4114,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-17,2026-08-18,1,10998,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-17,2026-08-18,1,10404,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-17,2026-08-18,1,11421,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-17,2026-08-24,7,9685,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-17,2026-08-24,7,10704,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-17,2026-08-24,7,10975,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-17,2026-09-01,15,9415,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-17,2026-09-01,15,10440,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-17,2026-09-01,15,9217,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-17,2026-09-01,15,10049,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-17,2026-09-16,30,8490,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-17,2026-09-16,30,8556,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-17,2026-10-01,45,7547,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-17,2026-10-01,45,6414,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-18,2026-08-19,1,9024,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-18,2026-08-19,1,9065,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-18,2026-08-19,1,9524,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-18,2026-08-19,1,9096,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-18,2026-08-25,7,7754,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-18,2026-08-25,7,8424,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-18,2026-08-25,7,8238,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-18,2026-08-25,7,8046,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-18,2026-09-02,15,7120,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-18,2026-09-02,15,8046,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-18,2026-09-02,15,7186,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-18,2026-09-17,30,6113,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-18,2026-09-17,30,6406,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-18,2026-10-02,45,4927,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-18,2026-10-02,45,5001,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-18,2026-10-02,45,5154,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-18,2026-10-02,45,5445,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-18,2026-08-19,1,9786,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-18,2026-08-19,1,10753,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-18,2026-08-25,7,10385,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-18,2026-08-25,7,10382,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-18,2026-08-25,7,8992,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-18,2026-08-25,7,10144,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-18,2026-09-02,15,9004,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-18,2026-09-02,15,9687,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-18,2026-09-02,15,9875,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-18,2026-09-17,30,7107,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-18,2026-09-17,30,7075,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-18,2026-09-17,30,7451,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-18,2026-10-02,45,6331,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-18,2026-10-02,45,6873,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-18,2026-10-02,45,7027,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-18,2026-10-02,45,6174,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-18,2026-08-19,1,6278,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-18,2026-08-19,1,7502,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-18,2026-08-19,1,7532,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-18,2026-08-25,7,6175,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-18,2026-08-25,7,7057,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-18,2026-08-25,7,7058,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-18,2026-09-02,15,6400,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-18,2026-09-02,15,6567,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-18,2026-09-17,30,5140,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-18,2026-09-17,30,5247,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-18,2026-09-17,30,5586,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-18,2026-09-17,30,5004,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-18,2026-10-02,45,4613,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-18,2026-10-02,45,3887,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-18,2026-10-02,45,3996,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-18,2026-08-19,1,9881,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-18,2026-08-19,1,9289,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-18,2026-08-19,1,9212,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-18,2026-08-19,1,10285,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-18,2026-08-25,7,8785,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-18,2026-08-25,7,8599,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-18,2026-08-25,7,9197,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-18,2026-09-02,15,8365,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-18,2026-09-02,15,8327,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-18,2026-09-17,30,6472,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-18,2026-09-17,30,7388,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-18,2026-10-02,45,6209,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-18,2026-10-02,45,6296,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-18,2026-08-19,1,6484,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-18,2026-08-19,1,6632,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-18,2026-08-19,1,6649,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-18,2026-08-25,7,5362,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-18,2026-08-25,7,6215,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-18,2026-08-25,7,5587,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-18,2026-08-25,7,5664,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-18,2026-09-02,15,5633,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-18,2026-09-02,15,4859,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-18,2026-09-02,15,5231,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-18,2026-09-02,15,4910,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-18,2026-09-17,30,4759,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-18,2026-09-17,30,4649,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-18,2026-09-17,30,4769,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-18,2026-10-02,45,3601,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-18,2026-10-02,45,3667,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-18,2026-10-02,45,3959,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-18,2026-08-19,1,12189,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-18,2026-08-19,1,11809,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-18,2026-08-19,1,12316,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-18,2026-08-19,1,11106,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-18,2026-08-25,7,11362,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-18,2026-08-25,7,11224,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-18,2026-08-25,7,10936,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-18,2026-08-25,7,10400,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-18,2026-09-02,15,10407,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-18,2026-09-02,15,10216,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-18,2026-09-02,15,10848,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-18,2026-09-02,15,10282,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-18,2026-09-17,30,8154,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-18,2026-09-17,30,7615,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-18,2026-09-17,30,9036,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-18,2026-09-17,30,7659,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-18,2026-10-02,45,6727,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-18,2026-10-02,45,7188,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-18,2026-10-02,45,6979,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-18,2026-10-02,45,7134,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-19,2026-08-20,1,8219,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-19,2026-08-20,1,8181,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-19,2026-08-20,1,8228,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-19,2026-08-20,1,9263,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-19,2026-08-26,7,7463,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-19,2026-08-26,7,7499,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-19,2026-08-26,7,7611,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-19,2026-08-26,7,7504,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-19,2026-09-03,15,8261,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-19,2026-09-03,15,7715,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-19,2026-09-18,30,6714,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-19,2026-09-18,30,7144,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-19,2026-09-18,30,6642,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-19,2026-10-03,45,5758,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-19,2026-10-03,45,4875,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-19,2026-10-03,45,4847,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-19,2026-08-20,1,10992,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-19,2026-08-20,1,11069,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-19,2026-08-20,1,9530,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-19,2026-08-26,7,8978,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-19,2026-08-26,7,8939,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-19,2026-08-26,7,9328,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-19,2026-08-26,7,9151,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-19,2026-09-03,15,9106,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-19,2026-09-03,15,9978,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-19,2026-09-03,15,9358,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-19,2026-09-03,15,9742,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-19,2026-09-18,30,7104,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-19,2026-09-18,30,7164,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-19,2026-09-18,30,7663,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-19,2026-09-18,30,7248,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-19,2026-10-03,45,6214,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-19,2026-10-03,45,6000,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-19,2026-10-03,45,6020,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-19,2026-10-03,45,6941,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-19,2026-08-20,1,7327,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-19,2026-08-20,1,6552,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-19,2026-08-20,1,6725,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-19,2026-08-20,1,7383,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-19,2026-08-26,7,6519,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-19,2026-08-26,7,5951,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-19,2026-08-26,7,7194,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-19,2026-09-03,15,6123,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-19,2026-09-03,15,6586,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-19,2026-09-03,15,5775,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-19,2026-09-03,15,5790,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-19,2026-09-18,30,5452,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-19,2026-09-18,30,5172,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-19,2026-09-18,30,4984,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-19,2026-09-18,30,5383,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-19,2026-10-03,45,4719,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-19,2026-10-03,45,4333,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-19,2026-08-20,1,9623,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-19,2026-08-20,1,9440,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-19,2026-08-20,1,9666,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-19,2026-08-26,7,8982,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-19,2026-08-26,7,8819,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-19,2026-08-26,7,9169,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-19,2026-08-26,7,9022,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-19,2026-09-03,15,8067,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-19,2026-09-03,15,8180,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-19,2026-09-03,15,7863,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-19,2026-09-03,15,8739,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-19,2026-09-18,30,7183,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-19,2026-09-18,30,7309,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-19,2026-09-18,30,6634,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-19,2026-10-03,45,5463,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-19,2026-10-03,45,5430,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-19,2026-08-20,1,5684,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-19,2026-08-20,1,5924,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-19,2026-08-20,1,6171,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-19,2026-08-20,1,6597,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-19,2026-08-26,7,6107,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-19,2026-08-26,7,5667,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-19,2026-09-03,15,4895,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-19,2026-09-03,15,5864,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-19,2026-09-18,30,4564,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-19,2026-09-18,30,4450,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-19,2026-09-18,30,4925,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-19,2026-10-03,45,3585,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-19,2026-10-03,45,3640,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-19,2026-10-03,45,3567,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-19,2026-08-20,1,10745,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-19,2026-08-20,1,11685,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-19,2026-08-26,7,10718,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-19,2026-08-26,7,11562,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-19,2026-08-26,7,11351,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-19,2026-09-03,15,9960,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-19,2026-09-03,15,10700,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-19,2026-09-03,15,9501,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-19,2026-09-18,30,9089,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-19,2026-09-18,30,7789,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-19,2026-09-18,30,9248,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-19,2026-09-18,30,9255,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-19,2026-10-03,45,6291,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-19,2026-10-03,45,7166,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-19,2026-10-03,45,7503,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-20,2026-08-21,1,8445,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-20,2026-08-21,1,9472,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-20,2026-08-21,1,9016,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-20,2026-08-27,7,7899,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-20,2026-08-27,7,7900,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-20,2026-09-04,15,7485,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-20,2026-09-04,15,8122,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-20,2026-09-19,30,6384,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-20,2026-09-19,30,6376,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-20,2026-10-04,45,5654,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-20,2026-10-04,45,5418,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-20,2026-10-04,45,5401,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-20,2026-08-21,1,9567,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-20,2026-08-21,1,9909,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-20,2026-08-21,1,11371,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-20,2026-08-21,1,10193,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-20,2026-08-27,7,10507,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-20,2026-08-27,7,10032,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-20,2026-08-27,7,10604,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-20,2026-09-04,15,8691,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-20,2026-09-04,15,8269,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-20,2026-09-04,15,9092,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-20,2026-09-04,15,9312,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-20,2026-09-19,30,8287,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-20,2026-09-19,30,7684,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-20,2026-10-04,45,6697,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-20,2026-10-04,45,6999,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-20,2026-08-21,1,7124,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-20,2026-08-21,1,7248,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-20,2026-08-21,1,7194,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-20,2026-08-21,1,7101,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-20,2026-08-27,7,6255,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-20,2026-08-27,7,7194,AVAILABLE
